data_source,source_row_id,customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
synthetic,5061,SYN_005061,593.0307406677813,France,Male,34.4615264115644,1.920216804524172,0.0,2.0,1.0,0.0,41270.97438523106,0
synthetic,5062,SYN_005062,614.1989910740451,France,Male,31.397300672405596,5.949124010453548,0.0,2.0,1.0,0.0,32738.626324640703,0
synthetic,5063,SYN_005063,649.4960676892015,France,Male,34.852879173824256,9.478320966314966,0.0,2.0,1.0,1.0,176938.16522342974,0
synthetic,5064,SYN_005064,561.3117856081445,France,Male,33.22323506834286,5.775029837758768,0.0,2.0,1.0,0.0,100985.90339936607,0
synthetic,5065,SYN_005065,612.4785378190414,Germany,Male,38.99252674141341,6.3411943426532416,118754.28387274485,2.0,0.0,1.0,170819.12864894536,0
synthetic,5066,SYN_005066,702.1646459696021,Spain,Male,46.440257780336616,2.7621371028815305,0.0,2.0,1.0,0.0,43819.51954538129,0
synthetic,5067,SYN_005067,639.7422142555134,France,Male,37.488917940896364,4.401224631980504,0.0,1.0,0.0,1.0,148448.99250027083,0
synthetic,5068,SYN_005068,693.4378144887235,France,Female,37.2014433711215,3.022025627626676,129773.31590023192,1.0,0.0,0.0,16480.138982194403,1
synthetic,5069,SYN_005069,689.5432747033178,France,Female,36.0,6.8630104115674015,158720.67008653155,1.0,1.0,1.0,72197.60328039367,0
synthetic,5070,SYN_005070,607.8771989597706,France,Male,31.03409229724993,4.593100453068966,0.0,1.0,0.0,1.0,153157.52995436644,0
synthetic,5071,SYN_005071,666.0520623907258,France,Female,33.05536892760408,1.9798787726400704,93253.07412164919,2.0,1.0,1.0,184449.69956251525,0
synthetic,5072,SYN_005072,693.1567536840619,France,Female,31.45695233922934,6.83188233368202,0.0,2.0,1.0,1.0,13028.552408905904,0
synthetic,5073,SYN_005073,531.7323305567018,France,Male,33.258551976455124,1.0,0.0,2.0,1.0,1.0,91766.12560689736,0
synthetic,5074,SYN_005074,560.4616592008515,France,Male,24.97767921387465,7.4442760741285205,139584.07315826468,2.0,0.0,1.0,156048.60371943,0
synthetic,5075,SYN_005075,550.0459726915908,France,Female,26.14610063064658,1.2370007630667677,0.0,2.0,1.0,1.0,193549.72671759664,0
synthetic,5076,SYN_005076,789.1844524228111,France,Male,38.78730985203811,5.921316757291975,163530.89097514862,1.0,1.0,1.0,176382.71072648957,1
synthetic,5077,SYN_005077,712.0118807812419,Germany,Female,42.86280639015574,8.644062955912185,115771.34289067182,2.4764440995780115,1.0,0.0,103395.31368079205,0
synthetic,5078,SYN_005078,714.6901630227633,France,Female,40.87094169199417,2.3817943256770895,109729.97642690822,1.0,1.0,0.0,34012.93845663138,0
synthetic,5079,SYN_005079,544.9380177098574,Spain,Male,47.33407424760767,4.693869288220426,0.0,2.0,0.0,1.0,58281.29979687006,0
synthetic,5080,SYN_005080,653.8462288033319,Germany,Male,37.625756540515,6.352759020411569,120958.21536292927,2.0,1.0,0.0,43869.66549193135,0
synthetic,5081,SYN_005081,516.0191145431185,France,Female,58.00138142252241,6.708801984013917,132505.45829987034,1.0,1.0,1.0,167112.40052344406,1
synthetic,5082,SYN_005082,544.5247742094618,Spain,Female,36.66917796034677,8.449355743056712,0.0,2.0,1.0,0.0,95546.42460780381,0
synthetic,5083,SYN_005083,554.1648440959494,France,Female,57.94877648294325,3.1090841782118903,0.0,1.0,1.0,1.0,183966.25630700725,0
synthetic,5084,SYN_005084,591.5110234949633,Germany,Male,37.8367202852434,4.1264486846807,106989.32329489304,1.0,1.0,1.0,18215.135295121727,1
synthetic,5085,SYN_005085,658.5610114691433,Germany,Female,33.09931515694184,3.352448466019513,153594.52921628277,2.0,0.0,1.0,171492.6733278673,0
synthetic,5086,SYN_005086,566.8591413771245,France,Female,24.192593537359997,1.935473952760944,0.0,2.0,1.0,1.0,194902.04969225643,0
synthetic,5087,SYN_005087,733.3244513183915,France,Female,43.40152968563526,7.103066658160575,86140.14417847637,1.0,0.0,0.0,24604.93841148069,0
synthetic,5088,SYN_005088,650.0385573001879,Spain,Female,36.36919936899617,1.0,123914.18932372605,1.0,1.0,0.0,88484.54778198162,0
synthetic,5089,SYN_005089,587.3025398765049,France,Female,39.695801129393466,9.092241403983373,118298.5812387346,2.9861046747235687,0.0,1.0,28111.113452591148,0
synthetic,5090,SYN_005090,673.5452849628223,Spain,Male,38.0,6.72348236102976,107571.39023472082,1.0,1.0,1.0,153628.94460234226,0
synthetic,5091,SYN_005091,585.1696250671912,France,Male,39.956622204680215,6.63703127804364,0.0,2.0,1.0,1.0,116177.3494663822,0
synthetic,5092,SYN_005092,742.4001076231971,France,Male,52.021791831374756,7.195967102090096,150835.83602062427,2.0,0.0,1.0,106210.51947473899,0
synthetic,5093,SYN_005093,689.0443686002554,Germany,Female,49.62673633887943,0.6075760751442285,124380.23796190701,2.0,0.0,1.0,91002.79335910013,0
synthetic,5094,SYN_005094,629.3317488366226,France,Female,31.592433312561475,6.561906294146123,120453.52175293479,1.0,1.0,1.0,141369.59603564377,0
synthetic,5095,SYN_005095,654.630798753437,Spain,Female,47.42982881923856,3.0,140958.0457923797,1.0,1.0,0.0,60662.72355085174,0
synthetic,5096,SYN_005096,611.2695675973646,Spain,Female,36.518490818106486,7.143949023253207,136898.4615458175,1.0,1.0,1.0,100141.74276686778,0
synthetic,5097,SYN_005097,718.4688690873593,Germany,Male,30.117087793408917,4.759197859046452,102717.1721823623,1.0,0.0,1.0,187239.92980145832,0
synthetic,5098,SYN_005098,674.4626535117291,Germany,Female,34.0,3.8930414783098097,98270.5269571451,1.0,1.0,1.0,187937.0493206092,0
synthetic,5099,SYN_005099,599.310468877724,France,Male,24.640069594448537,1.1234395075408656,0.0,2.0,0.0,1.0,170462.41130680297,0
synthetic,5100,SYN_005100,560.5323283782378,France,Male,38.43236658667383,5.0,0.0,2.0,1.0,0.0,47431.10899088111,0
synthetic,5101,SYN_005101,575.8283931219754,France,Male,32.05117363739666,2.0,0.0,2.0,1.0,1.0,90974.89825837046,0
synthetic,5102,SYN_005102,614.1454060517741,France,Female,34.01831886088031,2.4793622071153316,0.0,2.0,1.0,1.0,18194.266741898886,0
synthetic,5103,SYN_005103,524.2193821960892,France,Female,33.689821269974786,6.453753526301678,126051.19827933432,1.0,1.0,1.0,115015.16175516823,0
synthetic,5104,SYN_005104,746.1017067005181,Germany,Male,38.41940681553156,2.0,85910.0208152049,2.0,1.0,0.0,187090.62263703215,0
synthetic,5105,SYN_005105,720.4337023252309,Germany,Male,29.792017580388503,8.516638022454037,118510.62142934874,1.0,1.0,0.0,31865.338685498427,0
synthetic,5106,SYN_005106,596.9229132387262,Spain,Male,33.49029272856947,4.0,0.0,2.0,1.0,1.0,75720.25226899357,0
synthetic,5107,SYN_005107,670.0160342636477,Germany,Male,29.724134136282288,1.0,104044.47939082755,2.0,1.0,1.0,127900.08594210696,0
synthetic,5108,SYN_005108,615.0362188113118,France,Female,55.49410732782955,1.949637423847384,149207.74879320973,1.0,1.0,0.0,120412.0232356047,1
synthetic,5109,SYN_005109,749.4652367648987,France,Male,24.093577169272297,5.061282322331081,95480.31716677893,2.0,1.0,1.0,73880.10131286405,0
synthetic,5110,SYN_005110,775.9653143183899,Germany,Female,26.329697701523024,0.5512360614109904,88620.77039792662,1.0,0.0,0.0,56089.139892758656,1
synthetic,5111,SYN_005111,695.5198410690296,Germany,Female,45.51124646536062,8.918166373309063,128870.02068966837,1.0,1.0,0.0,134370.68772244238,0
synthetic,5112,SYN_005112,651.152785167492,Spain,Female,27.567241998152614,8.492032903223027,99753.08924290919,1.0,0.0,1.0,111566.61903409252,0
synthetic,5113,SYN_005113,509.6919322791716,Germany,Male,37.010039951037065,8.160125794694949,91207.31997897555,1.0,0.0,0.0,104084.39912647688,1
synthetic,5114,SYN_005114,582.1774579290638,Spain,Male,27.487852231129903,2.0,0.0,2.0,1.0,1.0,9565.452156134663,0
synthetic,5115,SYN_005115,649.761995308419,Germany,Female,28.822267380089144,6.234070090040252,95673.37720865733,2.0,0.0,1.0,178058.78832943918,0
synthetic,5116,SYN_005116,605.9887720886255,Germany,Female,48.12888726993877,2.0,106695.27133805826,2.0,0.0,1.0,128197.92826498918,0
synthetic,5117,SYN_005117,601.3533841246755,France,Male,30.22421878834342,4.625573514650462,0.0,1.0,1.0,0.0,53862.31002394811,0
synthetic,5118,SYN_005118,715.7382663703326,France,Male,52.317464764984635,6.8820411753748765,140293.0882994964,1.0,0.0,0.0,182451.36997910246,0
synthetic,5119,SYN_005119,609.0,France,Male,37.85707614618637,1.0,62675.498636040094,1.0,1.0,1.0,180534.7479434354,1
synthetic,5120,SYN_005120,575.3180305022491,Germany,Male,57.30315880076897,9.436505890878202,145337.34570671682,2.0,1.0,1.0,91092.7615582929,0
synthetic,5121,SYN_005121,678.7048138306568,Germany,Male,32.67436714569326,0.18604335698187224,110783.54931555843,1.0,1.0,1.0,122384.73952299892,0
synthetic,5122,SYN_005122,609.7866691127629,France,Male,28.426042120919803,4.073437422413231,0.0,1.0,1.0,0.0,170074.24643083639,0
synthetic,5123,SYN_005123,763.4043138736345,France,Female,64.27806478134627,0.8380466076163176,34474.59116034555,2.0,0.0,1.0,20062.41140153646,0
synthetic,5124,SYN_005124,473.6163848313554,Spain,Female,48.3934733243576,1.6064190294749947,7052.04218982991,2.0,0.0,0.0,142940.946669178,1
synthetic,5125,SYN_005125,586.9181917555206,Spain,Female,32.95778022375131,6.0,0.0,2.0,1.0,0.0,100641.32926015892,0
synthetic,5126,SYN_005126,701.0901372328512,Spain,Female,42.686629970127576,0.8433074797305462,0.0,2.0,1.0,0.0,55143.16839159844,0
synthetic,5127,SYN_005127,594.56113578234,France,Male,48.08824147914439,8.276126699098011,169856.33360573978,1.0,1.0,0.0,191513.4099728458,0
synthetic,5128,SYN_005128,585.1390608728299,France,Female,40.615914238471944,1.2656430354118728,0.0,2.0,1.0,0.0,88462.69413407712,0
synthetic,5129,SYN_005129,669.2606020671975,Germany,Female,51.18945119914419,3.5823889931968544,125103.85888948466,1.0,1.0,0.0,45571.089455554174,1
synthetic,5130,SYN_005130,663.5701641537104,Spain,Male,64.25141074114083,8.312880386488008,116548.81329047593,1.0,1.0,1.0,14968.849127954774,0
synthetic,5131,SYN_005131,578.6910442291233,France,Female,35.161143355838185,3.705241668882792,0.0,2.0,0.0,1.0,13389.338542099591,0
synthetic,5132,SYN_005132,683.5946342160585,France,Male,43.474026962770765,3.694680782065405,0.0,2.0,1.0,1.0,168573.36859852407,0
synthetic,5133,SYN_005133,589.1560178492078,France,Female,43.25096468108731,3.8457313392645878,102481.28286679255,2.0,1.0,1.0,120998.97268107772,0
synthetic,5134,SYN_005134,627.9570951063924,France,Female,54.7234957716357,2.0,155061.13568576783,1.0,1.0,0.0,125395.72096899168,1
synthetic,5135,SYN_005135,540.4960087021899,France,Female,44.01705783325565,6.0,0.0,1.0,0.0,0.0,196074.11112125177,0
synthetic,5136,SYN_005136,531.3724012241865,France,Female,34.19637596366563,5.277589657394844,0.0,2.0,1.0,1.0,149888.30879687614,0
synthetic,5137,SYN_005137,688.0261113010321,France,Male,40.22247237317793,4.381819976127213,0.0,2.0,1.0,0.0,163602.5236335446,0
synthetic,5138,SYN_005138,606.6784507435196,Spain,Female,29.454800473283974,4.825481262350705,0.0,2.0,1.0,1.0,187941.0392541855,0
synthetic,5139,SYN_005139,646.5097880813997,Germany,Female,38.643418583698725,9.479314473331312,75332.16892115407,2.0,0.0,0.0,40700.09198327676,0
synthetic,5140,SYN_005140,613.8472402708317,France,Male,30.124757444017554,8.103727050085917,0.0,2.0,1.0,1.0,146005.0842466777,0
synthetic,5141,SYN_005141,590.5881554493196,Germany,Female,25.981787430469964,8.201815549773682,142556.4701503044,2.0,1.0,0.0,28033.411742678203,0
synthetic,5142,SYN_005142,793.5562284404901,Germany,Male,31.98219429097071,9.0,157405.61866909254,1.0,0.0,1.0,81405.34110023838,1
synthetic,5143,SYN_005143,736.6408427417969,France,Male,28.029628801033617,8.0,152667.24929051066,1.0,1.0,0.0,86447.03727723,0
synthetic,5144,SYN_005144,662.489760965177,Germany,Female,52.31470617907285,5.093111600667795,148196.89921721537,1.0,1.0,1.0,93587.21930381963,0
synthetic,5145,SYN_005145,573.220864004636,Germany,Female,35.178968911227656,10.0,119827.223354593,2.0,1.0,1.0,44907.45523223612,0
synthetic,5146,SYN_005146,722.1826327673413,France,Male,42.351345264513256,7.819608823171209,119180.71408425657,2.0,1.0,1.0,109664.91491702454,0
synthetic,5147,SYN_005147,756.3038223917139,Spain,Male,47.88487184770555,3.7929128063569504,102204.3255164292,2.0,0.0,1.0,65486.89447936077,0
synthetic,5148,SYN_005148,699.9224201448233,France,Male,35.01825434480011,0.11394926914802994,0.0,2.0,1.0,0.0,126171.3012481285,0
synthetic,5149,SYN_005149,765.1603987739284,France,Female,25.50620512473224,4.0,0.0,2.0,1.0,0.0,161316.23349037673,0
synthetic,5150,SYN_005150,772.7599370120095,Spain,Male,37.32401960710654,0.2550700581084122,127137.90757233548,1.0,0.0,0.0,160810.67190866842,0
synthetic,5151,SYN_005151,744.2279055252484,France,Female,22.6396519640081,4.0,0.0,2.0,0.0,1.0,26718.876732562552,0
synthetic,5152,SYN_005152,640.4509059793753,Germany,Female,34.78954015720953,7.237775333244068,134960.6773700622,1.0,1.0,1.0,124743.48150229578,0
synthetic,5153,SYN_005153,819.7176665103658,Spain,Male,35.4090014627803,9.094544545039323,102936.58216278955,1.0,1.0,1.0,36621.88326407153,0
synthetic,5154,SYN_005154,619.0170086625747,Germany,Male,65.97506241995487,4.687134253173355,162423.3260621952,2.0,1.0,1.0,62964.354177089735,0
synthetic,5155,SYN_005155,752.6804401820955,France,Male,40.328776994434364,1.8544210810576218,102293.21720161528,1.0,1.0,1.0,126636.8547723364,0
synthetic,5156,SYN_005156,706.1337304463439,France,Male,28.882543340266444,4.7823578743494455,0.0,2.0,0.0,0.0,49906.8789068352,0
synthetic,5157,SYN_005157,587.2074949088369,France,Male,46.85711237981522,3.7950091254715943,0.0,2.0,1.0,0.0,43977.72558762501,0
synthetic,5158,SYN_005158,691.5016868570597,Spain,Male,33.80064219746984,0.9486293869941598,102045.25351493123,1.0,1.0,1.0,71737.68107955976,0
synthetic,5159,SYN_005159,653.9595387822889,France,Male,35.0,7.5414264078985305,128666.67692020827,1.0,1.0,0.0,183436.14368317247,0
synthetic,5160,SYN_005160,721.2278689877287,France,Male,28.178132160405415,8.180070402530529,0.0,2.0,1.0,1.0,76843.18186285737,0
synthetic,5161,SYN_005161,524.9891290384328,Spain,Male,40.79685761323003,8.71662072969998,117731.1682131739,1.0,1.0,0.0,155665.14598929608,0
synthetic,5162,SYN_005162,589.5203975298964,France,Female,24.860440067722767,0.37439651280003794,0.0,2.0,1.0,1.0,73628.69518539378,0
synthetic,5163,SYN_005163,543.8782789113297,France,Female,32.690544879796924,1.9780218930412516,136940.04217593517,2.0,1.0,1.0,129298.96471799594,0
synthetic,5164,SYN_005164,576.3464843656416,France,Male,21.0,2.6091730052499136,0.0,2.0,1.0,1.0,105476.58797373385,0
synthetic,5165,SYN_005165,594.5966997965972,Germany,Female,36.95070621834458,4.629036993040029,115983.17920421046,1.0,1.0,1.0,66671.55505685689,0
synthetic,5166,SYN_005166,560.1574116604143,Spain,Female,61.198153765694144,7.3205175689139885,104136.18453093141,1.0,1.0,0.0,152725.5221451236,1
synthetic,5167,SYN_005167,611.259806750018,Spain,Male,53.51946729773268,8.003393480032006,0.0,1.0,1.0,1.0,154546.10016011941,0
synthetic,5168,SYN_005168,683.5054609632964,Spain,Female,41.29728260222253,3.544993248173836,0.0,2.0,1.0,0.0,41066.73405877525,1
synthetic,5169,SYN_005169,656.7273315754054,Germany,Female,39.13642828826181,4.177405952197379,122366.82540879711,2.0,1.0,1.0,101000.43129476975,0
synthetic,5170,SYN_005170,828.9232726807547,Germany,Male,31.590702034994578,1.0,98399.25884995429,2.0,0.0,1.0,50495.65105614436,0
synthetic,5171,SYN_005171,709.1540245411518,Germany,Male,35.27691499392895,2.767000228988622,108638.89633264355,2.0,1.0,1.0,177680.07254739624,0
synthetic,5172,SYN_005172,651.7197599832286,France,Male,40.74500367229035,3.5163295651868154,129264.02793515517,1.0,1.0,1.0,60336.75906093638,0
synthetic,5173,SYN_005173,442.1727141575674,Spain,Female,23.981007957183046,3.908217478527834,116018.47387415526,1.2099761860136242,0.0,1.0,137144.107963613,0
synthetic,5174,SYN_005174,736.707236309016,France,Male,60.444261224588416,2.6121384379417245,141063.55939388252,1.4020721866821506,0.0,1.0,123463.77537424197,0
synthetic,5175,SYN_005175,558.7533614589252,France,Female,32.160089127623166,5.315410060075094,99858.50223682293,2.0,1.0,1.0,97062.81053526254,0
synthetic,5176,SYN_005176,593.0,Spain,Male,28.574711218604797,7.528354016785649,66881.65369020465,1.0,1.0,0.0,176968.94330806192,0
synthetic,5177,SYN_005177,730.8291016397397,France,Female,34.69769157913743,4.0,0.0,2.0,0.0,0.0,90457.41414521715,0
synthetic,5178,SYN_005178,741.2422351955389,France,Female,48.5703602916929,8.619344577220964,108764.72288633426,1.0,0.0,0.0,123460.24942491009,0
synthetic,5179,SYN_005179,625.7987281827229,Germany,Female,41.57910935797181,5.381397077913092,93707.52511228164,1.0,1.0,0.0,107551.30863395982,0
synthetic,5180,SYN_005180,607.4961237677156,Spain,Female,40.78034246753572,4.970687946671071,0.0,2.0,1.0,1.0,39658.87983473221,0
synthetic,5181,SYN_005181,667.5318233701915,France,Male,38.00036209977224,7.0,122314.91469158966,1.0,1.0,0.0,132415.76040905705,0
synthetic,5182,SYN_005182,599.222418329802,France,Female,34.64842905464505,0.4322676602133608,171017.90930465044,2.0,1.0,0.0,184428.88742728613,0
synthetic,5183,SYN_005183,732.0934225583248,France,Female,34.055608497353525,2.9205481601546746,0.0,2.0,1.0,1.0,81509.16169680508,0
synthetic,5184,SYN_005184,548.8763301736617,France,Male,59.96912040738657,3.0,0.0,2.0,1.0,0.0,73426.11709871379,0
synthetic,5185,SYN_005185,655.7800622614953,France,Female,42.379298547008695,6.064598239928489,0.0,2.0,1.0,0.0,130379.88948552558,0
synthetic,5186,SYN_005186,751.2339196697826,Germany,Male,24.70976225978755,4.5409954907653,97099.72820208165,2.0,1.0,1.0,58652.288355765726,0
synthetic,5187,SYN_005187,573.3859367396905,France,Female,39.35922558769276,4.782113950474072,0.0,2.0,1.0,0.0,24059.050648742996,0
synthetic,5188,SYN_005188,730.7770825234147,Spain,Male,44.64102388256164,6.0,0.0,1.0,1.0,1.0,97632.33151765747,0
synthetic,5189,SYN_005189,699.8259285593792,Germany,Female,40.59089092692264,5.273985337119974,90188.48945074138,2.0,0.0,1.0,150574.32506940328,0
synthetic,5190,SYN_005190,758.9334172444946,France,Male,21.853912227641967,7.780796671083687,141113.56783935096,1.0,1.0,0.0,50848.14394032325,0
synthetic,5191,SYN_005191,645.4954335693142,France,Female,37.05913273654378,3.9583882015287672,108228.91980665523,2.0,1.0,0.0,57373.10749499544,0
synthetic,5192,SYN_005192,667.6090751913525,France,Male,25.36504331362811,8.222710273176133,164169.42956190667,1.0,1.0,0.0,132708.79056352557,0
synthetic,5193,SYN_005193,775.0829095587399,France,Female,29.966297186796673,3.1824460944030064,140174.75324586083,1.0,1.0,0.0,70025.63251063952,0
synthetic,5194,SYN_005194,833.0260697708709,France,Male,44.195595372151935,6.0,0.0,1.0,1.0,0.0,177192.55771511927,1
synthetic,5195,SYN_005195,566.1556534921906,Spain,Female,30.487329274294602,0.9236574886425455,0.0,2.0,1.0,1.0,131169.96704618106,0
synthetic,5196,SYN_005196,690.6751076590584,Germany,Female,34.68141796974058,5.31905079301486,154840.9199678669,2.1327042208958322,1.0,0.0,158929.3749113992,0
synthetic,5197,SYN_005197,463.461166196047,France,Male,25.40302466856084,6.0,0.0,2.0,1.0,0.0,122983.43995065033,0
synthetic,5198,SYN_005198,675.7091736991762,Germany,Female,23.785567232241164,4.380571565795082,160238.38724573737,1.0,0.0,1.0,22213.635667433875,0
synthetic,5199,SYN_005199,745.0491040665677,France,Male,29.642705096412758,9.308088183840159,85818.71041513598,1.0,1.0,1.0,78910.64755058546,0
synthetic,5200,SYN_005200,779.5893860217545,Germany,Female,31.351572285169958,1.0,97581.320634947,1.0,1.0,1.0,137607.5037640807,0
synthetic,5201,SYN_005201,712.5550756941698,Spain,Male,36.05923366959635,6.355271553567124,0.0,1.0,0.0,1.0,112499.14558063136,1
synthetic,5202,SYN_005202,544.3661387234491,France,Male,43.89504946697343,9.439997073787293,0.0,2.0,0.0,0.0,38025.76199647574,0
synthetic,5203,SYN_005203,567.7670939368518,Germany,Male,29.49774870563503,5.0,125015.59053730723,1.0,1.0,0.0,104958.79818007602,0
synthetic,5204,SYN_005204,844.9437748104588,France,Male,30.97046342161592,4.16824495297182,92236.9944670725,2.0,1.0,0.0,181517.67400253646,0
synthetic,5205,SYN_005205,845.4104528511098,Germany,Male,41.0,2.0,124603.34104814066,2.0,0.0,1.0,70729.70059786839,0
synthetic,5206,SYN_005206,660.8073048600972,France,Female,44.55501586968029,7.165124402724182,0.0,2.0,1.0,1.0,66979.45646018791,0
synthetic,5207,SYN_005207,551.1741248222197,France,Male,35.92949932816552,1.9606720759332275,65077.47753135522,1.0,1.0,1.0,12449.712605230641,0
synthetic,5208,SYN_005208,682.565749155361,France,Female,36.518807875664756,4.158146276104284,91423.84204602019,1.0,0.0,0.0,82088.49664082789,0
synthetic,5209,SYN_005209,629.3280108378724,France,Male,27.955221091851826,2.9702278065438614,0.0,2.0,1.0,1.0,19639.941159669062,0
synthetic,5210,SYN_005210,764.2191927812389,France,Male,27.907413856440087,8.634729495523656,112468.94649963126,2.0,0.0,0.0,33864.81843526356,0
synthetic,5211,SYN_005211,807.6151511677776,France,Female,39.88780578405156,1.837506181436877,0.0,2.0,1.0,0.0,182769.8438724053,0
synthetic,5212,SYN_005212,580.3672997209125,France,Female,34.63472512867411,9.912092881941984,0.0,1.0,1.0,1.0,108630.31280469964,0
synthetic,5213,SYN_005213,670.0002849426719,France,Female,37.26569292173647,10.0,0.0,2.0,1.0,1.0,38630.03919996543,1
synthetic,5214,SYN_005214,567.0592512251637,France,Female,34.17309328837133,1.4995372737448487,0.0,1.0,1.0,1.0,78794.74090352588,0
synthetic,5215,SYN_005215,580.338905161029,France,Female,37.4310963369131,7.8711168533852796,0.0,2.0,1.0,1.0,36415.881558915775,0
synthetic,5216,SYN_005216,662.833749774699,France,Male,45.839868680791646,0.4538203082438832,0.0,1.0,1.0,0.0,138771.0750241528,1
synthetic,5217,SYN_005217,745.0825058461887,France,Male,39.2903164106898,1.3514134680770438,0.0,2.0,0.0,1.0,175747.0199492519,0
synthetic,5218,SYN_005218,655.7243130608053,Spain,Male,33.999528263922244,3.0,130671.7303540136,1.0,0.0,0.0,115300.4553421568,0
synthetic,5219,SYN_005219,497.5117560819175,France,Female,24.95956500711638,6.279506383782616,0.0,2.0,1.0,1.0,106570.69189880973,0
synthetic,5220,SYN_005220,770.4097223831634,Germany,Male,34.25732885347033,9.0,117328.352447787,1.0,1.0,0.0,149791.67580781734,0
synthetic,5221,SYN_005221,585.8100980797168,Spain,Male,32.52639298341062,4.60438779501806,0.0,2.0,0.0,0.0,37816.65276014435,0
synthetic,5222,SYN_005222,684.7809903303419,France,Male,48.345723449735246,0.36290732374807977,120174.82326167075,1.0,0.0,1.0,172297.06969401764,0
synthetic,5223,SYN_005223,712.227106913772,France,Female,47.0,5.690803309487869,0.0,2.0,1.0,1.0,178693.51616373454,0
synthetic,5224,SYN_005224,702.9072991694511,Germany,Male,68.6113083764517,1.5475994919379121,50975.250759643364,2.0,1.0,1.0,71758.13899911451,1
synthetic,5225,SYN_005225,665.8548168269458,France,Male,36.0,4.520218485178404,108281.9931719767,1.0,1.0,1.0,118955.80866157178,0
synthetic,5226,SYN_005226,713.4098470916147,France,Male,37.325596172047156,6.415374173348806,120701.62241000295,1.0,1.0,0.0,4897.3563726004795,0
synthetic,5227,SYN_005227,504.2998011607333,France,Female,37.9634574336602,1.8057769372963857,0.0,2.0,0.0,1.0,93733.32373313305,0
synthetic,5228,SYN_005228,527.1558726182918,France,Female,33.03543778788926,2.5066918196531316,88704.68800475358,1.0,1.0,0.0,185615.53219103365,0
synthetic,5229,SYN_005229,744.9000464803074,France,Female,36.0,8.893913628799408,0.0,1.0,1.0,0.0,21804.498463844197,0
synthetic,5230,SYN_005230,626.7915309436708,Spain,Male,65.43508007779384,9.196986165335215,0.0,1.002339580612979,1.0,1.0,24508.374855395945,0
synthetic,5231,SYN_005231,705.4380002506059,France,Male,35.69010689774773,3.724988590490501,0.0,2.0,1.0,1.0,99434.47240088665,0
synthetic,5232,SYN_005232,519.8343879625764,Germany,Male,41.742585790926555,1.3779167911675074,185967.98540000003,1.0,1.0,0.0,115608.64585549188,0
synthetic,5233,SYN_005233,544.5461309877858,Spain,Female,30.994716284241512,8.83670130037269,0.0,2.0,1.0,1.0,25844.677321474635,0
synthetic,5234,SYN_005234,482.2664357350922,France,Female,33.561550209196085,7.869776962571871,0.0,2.0,1.0,0.0,109549.45720291696,0
synthetic,5235,SYN_005235,461.2493341174214,France,Female,45.123617618516356,6.496005102838238,0.0,2.0,1.0,0.0,158789.52171236672,0
synthetic,5236,SYN_005236,673.2571368339991,Spain,Female,46.0,3.0,171847.43336532096,1.0,1.0,0.0,163001.8301746568,0
synthetic,5237,SYN_005237,675.786373122537,France,Female,39.46606411758301,5.067371398242577,143573.72666562087,1.0,1.0,1.0,172932.4153546451,0
synthetic,5238,SYN_005238,634.228561593189,France,Female,37.0,6.125407395921657,0.0,2.0,1.0,0.0,64892.33420089942,0
synthetic,5239,SYN_005239,848.7792298301863,Spain,Male,35.07006530402826,8.73992771376181,155688.0244830458,2.0,0.0,1.0,72441.00897213875,0
synthetic,5240,SYN_005240,641.1624347799096,Germany,Female,36.54364019531203,7.759314312790531,65572.463262942,2.0,0.0,1.0,65242.141363877,0
synthetic,5241,SYN_005241,801.4564614536655,France,Male,34.88173326797363,7.526591924943043,112828.26506271526,1.0,1.0,0.0,133490.1387860187,0
synthetic,5242,SYN_005242,771.1200272282872,Spain,Male,45.892321136699344,4.235482141596189,0.0,2.0,0.0,0.0,95390.29133526773,0
synthetic,5243,SYN_005243,653.3938971687828,France,Male,43.68348443203132,1.0,0.0,2.0,1.0,1.0,177261.19286639572,0
synthetic,5244,SYN_005244,724.1193011660358,France,Male,47.21210832153446,1.4591476417053961,138646.20991704657,1.0,1.0,1.0,11347.729529867138,0
synthetic,5245,SYN_005245,561.5381477818903,Spain,Female,23.0,7.916984740797682,0.0,2.0,1.0,0.0,167935.38677665847,0
synthetic,5246,SYN_005246,545.2900817959987,Germany,Male,49.44085384483459,4.934595105836398,121280.08071424678,1.0,1.0,0.0,173887.647937584,1
synthetic,5247,SYN_005247,652.7014408135673,France,Male,44.7164424477172,3.5475264467949854,160172.1910613216,1.0,1.0,0.0,123956.88362234074,1
synthetic,5248,SYN_005248,600.064052600487,Spain,Male,36.0,3.1862694848090873,0.0,2.0,0.0,1.0,142512.90517182983,0
synthetic,5249,SYN_005249,480.37187730915343,France,Male,39.721763752793365,3.8394365500119676,125541.96573719093,1.0,1.0,0.0,135460.2577712545,0
synthetic,5250,SYN_005250,511.4778632353254,France,Female,38.970866554044115,7.467576767474256,121728.9105344556,2.0,1.0,1.0,61422.93939476273,0
synthetic,5251,SYN_005251,777.3364100402115,France,Female,42.18344707656826,4.4399534457631145,94922.37859961948,1.0,1.0,0.0,109630.9815806864,0
synthetic,5252,SYN_005252,628.524193429928,France,Female,29.73285840612997,4.925729256525911,87842.84660730498,2.0,1.0,1.0,51325.039770818694,0
